[Current] ORDER_STATUS - Takes(s): 9.5, Count: 48, TPM: 303.5, Sum(ms): 2191.4, Avg(ms): 45.8, 50th(ms): 46.1, 90th(ms): 52.4, 95th(ms): 60.8, 99th(ms): 318.8, 99.9th(ms): 318.8, Max(ms): 318.8
[Current] PAYMENT - Takes(s): 10.0, Count: 476, TPM: 2856.1, Sum(ms): 319732.1, Avg(ms): 671.9, 50th(ms): 436.2, 90th(ms): 1677.7, 95th(ms): 1744.8, 99th(ms): 1946.2, 99.9th(ms): 2013.3, Max(ms): 2013.3
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 39, TPM: 237.3, Sum(ms): 5047.4, Avg(ms): 130.4, 50th(ms): 125.8, 90th(ms): 167.8, 95th(ms): 176.2, 99th(ms): 201.3, 99.9th(ms): 201.3, Max(ms): 201.3
[Current] DELIVERY - Takes(s): 9.8, Count: 34, TPM: 208.2, Sum(ms): 19306.2, Avg(ms): 569.7, 50th(ms): 503.3, 90th(ms): 771.8, 95th(ms): 939.5, 99th(ms): 1476.4, 99.9th(ms): 1476.4, Max(ms): 1476.4
[Current] NEW_ORDER - Takes(s): 10.0, Count: 538, TPM: 3233.6, Sum(ms): 263290.8, Avg(ms): 489.1, 50th(ms): 226.5, 90th(ms): 1476.4, 95th(ms): 1744.8, 99th(ms): 2147.5, 99.9th(ms): 2281.7, Max(ms): 2281.7
[Current] ORDER_STATUS - Takes(s): 9.7, Count: 42, TPM: 259.5, Sum(ms): 1752.7, Avg(ms): 41.8, 50th(ms): 44.0, 90th(ms): 56.6, 95th(ms): 56.6, 99th(ms): 67.1, 99.9th(ms): 67.1, Max(ms): 67.1
[Current] PAYMENT - Takes(s): 10.0, Count: 488, TPM: 2934.7, Sum(ms): 351074.5, Avg(ms): 719.9, 50th(ms): 520.1, 90th(ms): 1879.0, 95th(ms): 2281.7, 99th(ms): 2415.9, 99.9th(ms): 2550.1, Max(ms): 2550.1
[Current] STOCK_LEVEL - Takes(s): 9.4, Count: 51, TPM: 327.2, Sum(ms): 6684.8, Avg(ms): 130.9, 50th(ms): 130.0, 90th(ms): 176.2, 95th(ms): 201.3, 99th(ms): 209.7, 99.9th(ms): 209.7, Max(ms): 209.7
[Current] DELIVERY - Takes(s): 9.9, Count: 46, TPM: 278.1, Sum(ms): 29249.1, Avg(ms): 635.2, 50th(ms): 520.1, 90th(ms): 939.5, 95th(ms): 1006.6, 99th(ms): 1275.1, 99.9th(ms): 1275.1, Max(ms): 1275.1
[Current] NEW_ORDER - Takes(s): 10.0, Count: 506, TPM: 3046.9, Sum(ms): 240546.7, Avg(ms): 475.5, 50th(ms): 218.1, 90th(ms): 1342.2, 95th(ms): 1610.6, 99th(ms): 2080.4, 99.9th(ms): 2415.9, Max(ms): 2550.1
